manifesto_id,filename,path,municipality,state,party,party_abbreviation,election_year,election_type,document_type,mapping_method,mapping_status,city_abbreviation
GLMP-09C9881A31,do20pir.txt,manifestos/do20pir.txt,Dortmund,Nordrhein-Westfalen,Piraten,pir,2020.0,local election,Wahlprogramm,legacy_filename,ok,do
GLMP-286BEA4EC0,do20spd.txt,manifestos/do20spd.txt,Dortmund,Nordrhein-Westfalen,SPD,spd,2020.0,local election,Wahlprogramm,legacy_filename,ok,do
GLMP-4CD0ED1589,ds20afd.txt,manifestos/ds20afd.txt,Duesseldorf,Nordrhein-Westfalen,Alternative für Deutschland,afd,2020.0,local election,Wahlprogramm,legacy_filename,ok,ds
GLMP-EA7C1A0FBD,ds20bli.txt,manifestos/ds20bli.txt,Duesseldorf,Nordrhein-Westfalen,Bürgerliste Freie Wähler,bli,2020.0,local election,Wahlprogramm,legacy_filename,ok,ds
GLMP-D6C95F5C64,ds20cdu.txt,manifestos/ds20cdu.txt,Duesseldorf,Nordrhein-Westfalen,CDU,cdu,2020.0,local election,Wahlprogramm,legacy_filename,ok,ds
GLMP-01EF203A68,ds20lin.txt,manifestos/ds20lin.txt,Duesseldorf,Nordrhein-Westfalen,Die Linke,lin,2020.0,local election,Wahlprogramm,legacy_filename,ok,ds
GLMP-A091B4F64A,ds20par.txt,manifestos/ds20par.txt,Duesseldorf,Nordrhein-Westfalen,Die Partei,par,2020.0,local election,Wahlprogramm,legacy_filename,ok,ds
GLMP-A1242FE529,ds20rep.txt,manifestos/ds20rep.txt,Duesseldorf,Nordrhein-Westfalen,Die Republikaner,rep,2020.0,local election,Wahlprogramm,legacy_filename,ok,ds
GLMP-6A6AB74318,ds20fdp.txt,manifestos/ds20fdp.txt,Duesseldorf,Nordrhein-Westfalen,FDP,fdp,2020.0,local election,Wahlprogramm,legacy_filename,ok,ds
GLMP-AF980CD4F0,ds20fwg.txt,manifestos/ds20fwg.txt,Duesseldorf,Nordrhein-Westfalen,Freie Wähler,fwg,2020.0,local election,Wahlprogramm,legacy_filename,ok,ds
GLMP-0693C542DF,ds20gru.txt,manifestos/ds20gru.txt,Duesseldorf,Nordrhein-Westfalen,Grüne,gru,2020.0,local election,Wahlprogramm,legacy_filename,ok,ds
GLMP-7DCB99F72F,ds20kld.txt,manifestos/ds20kld.txt,Duesseldorf,Nordrhein-Westfalen,Klima Liste (Düsseldorf),kld,2020.0,local election,Wahlprogramm,legacy_filename,ok,ds
GLMP-374FC59876,ds20pir.txt,manifestos/ds20pir.txt,Duesseldorf,Nordrhein-Westfalen,Piraten,pir,2020.0,local election,Wahlprogramm,legacy_filename,ok,ds
GLMP-652C8B8665,ds20spd.txt,manifestos/ds20spd.txt,Duesseldorf,Nordrhein-Westfalen,SPD,spd,2020.0,local election,Wahlprogramm,legacy_filename,ok,ds
GLMP-71390452DE,ds20tsp.txt,manifestos/ds20tsp.txt,Duesseldorf,Nordrhein-Westfalen,Tierschutzpartei,tsp,2020.0,local election,Wahlprogramm,legacy_filename,ok,ds
GLMP-339932E164,ds20vlt.txt,manifestos/ds20vlt.txt,Duesseldorf,Nordrhein-Westfalen,Volt,vlt,2020.0,local election,Wahlprogramm,legacy_filename,ok,ds
GLMP-30413BB43F,du20afd.txt,manifestos/du20afd.txt,Duisburg,Nordrhein-Westfalen,Alternative für Deutschland,afd,2020.0,local election,Wahlprogramm,legacy_filename,ok,du
GLMP-11BD51AF56,du20aud.txt,manifestos/du20aud.txt,Duisburg,Nordrhein-Westfalen,Aufbruch Duisburg,aud,2020.0,local election,Wahlprogramm,legacy_manual_override,ok,du
GLMP-E6519BB35A,du20bdd.txt,manifestos/du20bdd.txt,Duisburg,Nordrhein-Westfalen,BIG-DERGAH Wahlbündnis Duisburg,bdd,2020.0,local election,Wahlprogramm,legacy_manual_override,ok,du
GLMP-C11DE6F2C9,du20bul.txt,manifestos/du20bul.txt,Duisburg,Nordrhein-Westfalen,Bürgerliche Liberale,bul,2020.0,local election,Wahlprogramm,legacy_filename,ok,du
GLMP-7828EF6C6B,du20cdu.txt,manifestos/du20cdu.txt,Duisburg,Nordrhein-Westfalen,CDU,cdu,2020.0,local election,Wahlprogramm,legacy_filename,ok,du
GLMP-0785730C44,du20lin.txt,manifestos/du20lin.txt,Duisburg,Nordrhein-Westfalen,Die Linke,lin,2020.0,local election,Wahlprogramm,legacy_filename,ok,du
GLMP-AD91EE354E,du20par.txt,manifestos/du20par.txt,Duisburg,Nordrhein-Westfalen,Die Partei,par,2020.0,local election,Wahlprogramm,legacy_filename,ok,du
GLMP-003FACFE77,du20fdp.txt,manifestos/du20fdp.txt,Duisburg,Nordrhein-Westfalen,FDP,fdp,2020.0,local election,Wahlprogramm,legacy_filename,ok,du
GLMP-3596C9D547,du20gru.txt,manifestos/du20gru.txt,Duisburg,Nordrhein-Westfalen,Grüne,gru,2020.0,local election,Wahlprogramm,legacy_filename,ok,du
GLMP-937D4248F1,du20jud.txt,manifestos/du20jud.txt,Duisburg,Nordrhein-Westfalen,Junges Duisburg,jud,2020.0,local election,Wahlprogramm,legacy_filename,ok,du
GLMP-E1BA66C5C1,du20spd.txt,manifestos/du20spd.txt,Duisburg,Nordrhein-Westfalen,SPD,spd,2020.0,local election,Wahlprogramm,legacy_filename,ok,du
GLMP-FAB0EB821B,du20sgu.txt,manifestos/du20sgu.txt,Duisburg,Nordrhein-Westfalen,"Sozial, Gerecht, Unabhängig",sgu,2020.0,local election,Wahlprogramm,legacy_filename,ok,du
GLMP-8D75B20B6B,es20afd.txt,manifestos/es20afd.txt,Essen,Nordrhein-Westfalen,Alternative für Deutschland,afd,2020.0,local election,Wahlprogramm,legacy_filename,ok,es
GLMP-1E509DF678,es20cdu.txt,manifestos/es20cdu.txt,Essen,Nordrhein-Westfalen,CDU,cdu,2020.0,local election,Wahlprogramm,legacy_filename,ok,es
GLMP-9C4FCA8DB2,es20dkp.txt,manifestos/es20dkp.txt,Essen,Nordrhein-Westfalen,Deutsche Kommunistische Partei,dkp,2020.0,local election,Wahlprogramm,legacy_filename,ok,es
GLMP-960435D770,es20lin.txt,manifestos/es20lin.txt,Essen,Nordrhein-Westfalen,Die Linke,lin,2020.0,local election,Wahlprogramm,legacy_filename,ok,es
GLMP-AD939F5400,es20par.txt,manifestos/es20par.txt,Essen,Nordrhein-Westfalen,Die Partei,par,2020.0,local election,Wahlprogramm,legacy_filename,ok,es
GLMP-51B120B01F,es20ebb.txt,manifestos/es20ebb.txt,Essen,Nordrhein-Westfalen,Essener Bürger Bündnis,ebb,2020.0,local election,Wahlprogramm,legacy_filename,ok,es
GLMP-17D3BA05C8,es20fdp.txt,manifestos/es20fdp.txt,Essen,Nordrhein-Westfalen,FDP,fdp,2020.0,local election,Wahlprogramm,legacy_filename,ok,es
GLMP-8D1112126B,es20gru.txt,manifestos/es20gru.txt,Essen,Nordrhein-Westfalen,Grüne,gru,2020.0,local election,Wahlprogramm,legacy_filename,ok,es
GLMP-E5077C9B32,es20spd.txt,manifestos/es20spd.txt,Essen,Nordrhein-Westfalen,SPD,spd,2020.0,local election,Wahlprogramm,legacy_filename,ok,es
GLMP-B93126F6D4,fu20afd.txt,manifestos/fu20afd.txt,Fuerth,Bayern,Alternative für Deutschland,afd,2020.0,local election,Wahlprogramm,legacy_filename,ok,fu
GLMP-079C6D3212,fu20csu.txt,manifestos/fu20csu.txt,Fuerth,Bayern,CSU,csu,2020.0,local election,Wahlprogramm,legacy_filename,ok,fu
GLMP-EC45FA6925,fu20lin.txt,manifestos/fu20lin.txt,Fuerth,Bayern,Die Linke,lin,2020.0,local election,Wahlprogramm,legacy_filename,ok,fu
GLMP-6E4C8F5900,fu20fdp.txt,manifestos/fu20fdp.txt,Fuerth,Bayern,FDP,fdp,2020.0,local election,Wahlprogramm,legacy_filename,ok,fu
GLMP-669A3CF05C,fu20fwg.txt,manifestos/fu20fwg.txt,Fuerth,Bayern,Freie Wähler,fwg,2020.0,local election,Wahlprogramm,legacy_filename,ok,fu
GLMP-CA9E26E7C4,fu20gru.txt,manifestos/fu20gru.txt,Fuerth,Bayern,Grüne,gru,2020.0,local election,Wahlprogramm,legacy_filename,ok,fu
GLMP-791867318F,fu20spd.txt,manifestos/fu20spd.txt,Fuerth,Bayern,SPD,spd,2020.0,local election,Wahlprogramm,legacy_filename,ok,fu
GLMP-618BA2BBF4,ge20aug.txt,manifestos/ge20aug.txt,Gelsenkirchen,Nordrhein-Westfalen,AUF Gelsenkirchen,aug,2020.0,local election,Wahlprogramm,legacy_manual_override,ok,ge
GLMP-80A5E0DC97,ge20afd.txt,manifestos/ge20afd.txt,Gelsenkirchen,Nordrhein-Westfalen,Alternative für Deutschland,afd,2020.0,local election,Wahlprogramm,legacy_filename,ok,ge
GLMP-140376C311,ge20cdu.txt,manifestos/ge20cdu.txt,Gelsenkirchen,Nordrhein-Westfalen,CDU,cdu,2020.0,local election,Wahlprogramm,legacy_filename,ok,ge
GLMP-1ABD064512,ge20lin.txt,manifestos/ge20lin.txt,Gelsenkirchen,Nordrhein-Westfalen,Die Linke,lin,2020.0,local election,Wahlprogramm,legacy_filename,ok,ge
GLMP-404E93CBCD,ge20par.txt,manifestos/ge20par.txt,Gelsenkirchen,Nordrhein-Westfalen,Die Partei,par,2020.0,local election,Wahlprogramm,legacy_filename,ok,ge
GLMP-BA90B204DD,ge20gru.txt,manifestos/ge20gru.txt,Gelsenkirchen,Nordrhein-Westfalen,Grüne,gru,2020.0,local election,Wahlprogramm,legacy_filename,ok,ge
GLMP-5ECB5A46C0,ge20spd.txt,manifestos/ge20spd.txt,Gelsenkirchen,Nordrhein-Westfalen,SPD,spd,2020.0,local election,Wahlprogramm,legacy_filename,ok,ge
GLMP-A2E2A18F76,ge20tsp.txt,manifestos/ge20tsp.txt,Gelsenkirchen,Nordrhein-Westfalen,Tierschutzpartei,tsp,2020.0,local election,Wahlprogramm,legacy_filename,ok,ge
GLMP-145FAA7081,ge20win.txt,manifestos/ge20win.txt,Gelsenkirchen,Nordrhein-Westfalen,Wähler Initiative NRW,win,2020.0,local election,Wahlprogramm,legacy_filename,ok,ge
GLMP-1F6F7C9F70,gt20afd.txt,manifestos/gt20afd.txt,Gütersloh,Nordrhein-Westfalen,Alternative für Deutschland,afd,2020.0,local election,Wahlprogramm,legacy_filename,ok,gt
GLMP-6CE60169D6,gt20bfg.txt,manifestos/gt20bfg.txt,Gütersloh,Nordrhein-Westfalen,BfGT – Bürger für Gütersloh,bfg,2020.0,local election,Wahlprogramm,legacy_manual_override,ok,gt
GLMP-8E0F3450F5,gt20cdu.txt,manifestos/gt20cdu.txt,Gütersloh,Nordrhein-Westfalen,CDU,cdu,2020.0,local election,Wahlprogramm,legacy_filename,ok,gt
GLMP-743D917979,gt20lin.txt,manifestos/gt20lin.txt,Gütersloh,Nordrhein-Westfalen,Die Linke,lin,2020.0,local election,Wahlprogramm,legacy_filename,ok,gt
GLMP-35A500BACC,gt20fdp.txt,manifestos/gt20fdp.txt,Gütersloh,Nordrhein-Westfalen,FDP,fdp,2020.0,local election,Wahlprogramm,legacy_filename,ok,gt
GLMP-62F07829DE,gt20gru.txt,manifestos/gt20gru.txt,Gütersloh,Nordrhein-Westfalen,Grüne,gru,2020.0,local election,Wahlprogramm,legacy_filename,ok,gt
GLMP-B5ACDA52CB,gt20spd.txt,manifestos/gt20spd.txt,Gütersloh,Nordrhein-Westfalen,SPD,spd,2020.0,local election,Wahlprogramm,legacy_filename,ok,gt
GLMP-CAD913254F,gt20uwg.txt,manifestos/gt20uwg.txt,Gütersloh,Nordrhein-Westfalen,Unabhängige Wählergemeinschaft (UWG),uwg,2020.0,local election,Wahlprogramm,legacy_filename,ok,gt
GLMP-522BE1B935,ha20cdu.txt,manifestos/ha20cdu.txt,Hagen,Nordrhein-Westfalen,CDU,cdu,2020.0,local election,Wahlprogramm,legacy_filename,ok,ha
GLMP-FB41082B7D,ha20par.txt,manifestos/ha20par.txt,Hagen,Nordrhein-Westfalen,Die Partei,par,2020.0,local election,Wahlprogramm,legacy_filename,ok,ha
GLMP-F9F7E981CC,ha20fdp.txt,manifestos/ha20fdp.txt,Hagen,Nordrhein-Westfalen,FDP,fdp,2020.0,local election,Wahlprogramm,legacy_filename,ok,ha
GLMP-F2357056C6,ha20gru.txt,manifestos/ha20gru.txt,Hagen,Nordrhein-Westfalen,Grüne,gru,2020.0,local election,Wahlprogramm,legacy_filename,ok,ha
GLMP-4181896682,ha20hak.txt,manifestos/ha20hak.txt,Hagen,Nordrhein-Westfalen,Hagen Aktiv,hak,2020.0,local election,Wahlprogramm,legacy_manual_override,ok,ha
GLMP-682ADCD289,ha20spd.txt,manifestos/ha20spd.txt,Hagen,Nordrhein-Westfalen,SPD,spd,2020.0,local election,Wahlprogramm,legacy_filename,ok,ha
GLMP-0705965AFF,hm20afd.txt,manifestos/hm20afd.txt,Hamm,Nordrhein-Westfalen,Alternative für Deutschland,afd,2020.0,local election,Wahlprogramm,legacy_filename,ok,hm
GLMP-DB325098CC,hm20cdu.txt,manifestos/hm20cdu.txt,Hamm,Nordrhein-Westfalen,CDU,cdu,2020.0,local election,Wahlprogramm,legacy_filename,ok,hm
GLMP-06AB7C2C54,hm20lin.txt,manifestos/hm20lin.txt,Hamm,Nordrhein-Westfalen,Die Linke,lin,2020.0,local election,Wahlprogramm,legacy_filename,ok,hm
GLMP-FB9F3BEE97,hm20fdp.txt,manifestos/hm20fdp.txt,Hamm,Nordrhein-Westfalen,FDP,fdp,2020.0,local election,Wahlprogramm,legacy_filename,ok,hm
GLMP-5F7BE758B6,hm20gru.txt,manifestos/hm20gru.txt,Hamm,Nordrhein-Westfalen,Grüne,gru,2020.0,local election,Wahlprogramm,legacy_filename,ok,hm
GLMP-DE9CD63D06,hm20prh.txt,manifestos/hm20prh.txt,Hamm,Nordrhein-Westfalen,Pro Hamm,prh,2020.0,local election,Wahlprogramm,legacy_filename,ok,hm
GLMP-D27C830B33,hm20spd.txt,manifestos/hm20spd.txt,Hamm,Nordrhein-Westfalen,SPD,spd,2020.0,local election,Wahlprogramm,legacy_filename,ok,hm
GLMP-89FD46FA0D,he20cdu.txt,manifestos/he20cdu.txt,Herne,Nordrhein-Westfalen,CDU,cdu,2020.0,local election,Wahlprogramm,legacy_filename,ok,he
GLMP-05AD649BB3,he20lin.txt,manifestos/he20lin.txt,Herne,Nordrhein-Westfalen,Die Linke,lin,2020.0,local election,Wahlprogramm,legacy_filename,ok,he
GLMP-ECC0192341,he20fdp.txt,manifestos/he20fdp.txt,Herne,Nordrhein-Westfalen,FDP,fdp,2020.0,local election,Wahlprogramm,legacy_filename,ok,he
GLMP-519831F639,he20gru.txt,manifestos/he20gru.txt,Herne,Nordrhein-Westfalen,Grüne,gru,2020.0,local election,Wahlprogramm,legacy_filename,ok,he
GLMP-68CE770F10,he20pir.txt,manifestos/he20pir.txt,Herne,Nordrhein-Westfalen,Piraten,pir,2020.0,local election,Wahlprogramm,legacy_filename,ok,he
GLMP-19A24DE27A,he20spd.txt,manifestos/he20spd.txt,Herne,Nordrhein-Westfalen,SPD,spd,2020.0,local election,Wahlprogramm,legacy_filename,ok,he
GLMP-0FA6904CDC,he20wwh.txt,manifestos/he20wwh.txt,Herne,Nordrhein-Westfalen,Wählergemeinschaft Wanne-Herne,wwh,2020.0,local election,Wahlprogramm,legacy_manual_override,ok,he
GLMP-E76DD4B8CF,in20afd.txt,manifestos/in20afd.txt,Ingolstadt,Bayern,Alternative für Deutschland,afd,2020.0,local election,Wahlprogramm,legacy_filename,ok,in
GLMP-394E40D9C6,in20bgi.txt,manifestos/in20bgi.txt,Ingolstadt,Bayern,Bürgergemeinschaft Ingolstadt,bgi,2020.0,local election,Wahlprogramm,legacy_filename,ok,in
GLMP-12EDE2F474,in20csu.txt,manifestos/in20csu.txt,Ingolstadt,Bayern,CSU,csu,2020.0,local election,Wahlprogramm,legacy_filename,ok,in
GLMP-0AE74EB6BF,in20lin.txt,manifestos/in20lin.txt,Ingolstadt,Bayern,Die Linke,lin,2020.0,local election,Wahlprogramm,legacy_filename,ok,in
GLMP-036E8B8C97,in20fdp.txt,manifestos/in20fdp.txt,Ingolstadt,Bayern,FDP,fdp,2020.0,local election,Wahlprogramm,legacy_filename,ok,in
GLMP-ABAA9A3C6A,in20fwg.txt,manifestos/in20fwg.txt,Ingolstadt,Bayern,Freie Wähler,fwg,2020.0,local election,Wahlprogramm,legacy_filename,ok,in
GLMP-E0DA168B01,in20gru.txt,manifestos/in20gru.txt,Ingolstadt,Bayern,Grüne,gru,2020.0,local election,Wahlprogramm,legacy_filename,ok,in
GLMP-FA25CE54BF,in20juu.txt,manifestos/in20juu.txt,Ingolstadt,Bayern,Junge Union,juu,2020.0,local election,Wahlprogramm,legacy_filename,ok,in
GLMP-8D754444D0,in20spd.txt,manifestos/in20spd.txt,Ingolstadt,Bayern,SPD,spd,2020.0,local election,Wahlprogramm,legacy_filename,ok,in
GLMP-09A6A88DFF,in20udi.txt,manifestos/in20udi.txt,Ingolstadt,Bayern,Unabhängige Demokraten Ingolstadts,udi,2020.0,local election,Wahlprogramm,legacy_manual_override,ok,in
GLMP-7D40000FBE,in20odp.txt,manifestos/in20odp.txt,Ingolstadt,Bayern,Ökologisch-Demokratische Partei (ÖDP),odp,2020.0,local election,Wahlprogramm,legacy_filename,ok,in
GLMP-BD221909B2,ko20afd.txt,manifestos/ko20afd.txt,Koeln,Nordrhein-Westfalen,Alternative für Deutschland,afd,2020.0,local election,Wahlprogramm,legacy_filename,ok,ko
GLMP-5A8FD49EC2,ko20cdu.txt,manifestos/ko20cdu.txt,Koeln,Nordrhein-Westfalen,CDU,cdu,2020.0,local election,Wahlprogramm,legacy_filename,ok,ko
GLMP-344ECCA749,ko20gut.txt,manifestos/ko20gut.txt,Koeln,Nordrhein-Westfalen,Die Guten,gut,2020.0,local election,Wahlprogramm,legacy_filename,ok,ko
GLMP-2B0A2AAA5B,ko20lin.txt,manifestos/ko20lin.txt,Koeln,Nordrhein-Westfalen,Die Linke,lin,2020.0,local election,Wahlprogramm,legacy_filename,ok,ko
GLMP-AA41379AAE,ko20par.txt,manifestos/ko20par.txt,Koeln,Nordrhein-Westfalen,Die Partei,par,2020.0,local election,Wahlprogramm,legacy_filename,ok,ko
GLMP-647F4C3F55,ko20fdp.txt,manifestos/ko20fdp.txt,Koeln,Nordrhein-Westfalen,FDP,fdp,2020.0,local election,Wahlprogramm,legacy_filename,ok,ko
GLMP-111053B495,ko20fwg.txt,manifestos/ko20fwg.txt,Koeln,Nordrhein-Westfalen,Freie Wähler,fwg,2020.0,local election,Wahlprogramm,legacy_filename,ok,ko
GLMP-17DFA8212B,ko20gru.txt,manifestos/ko20gru.txt,Koeln,Nordrhein-Westfalen,Grüne,gru,2020.0,local election,Wahlprogramm,legacy_filename,ok,ko
GLMP-CD10E93638,ko20kli.txt,manifestos/ko20kli.txt,Koeln,Nordrhein-Westfalen,Klima Freunde Köln,kli,2020.0,local election,Wahlprogramm,legacy_manual_override,ok,ko
GLMP-00AC8F3318,ko20spd.txt,manifestos/ko20spd.txt,Koeln,Nordrhein-Westfalen,SPD,spd,2020.0,local election,Wahlprogramm,legacy_filename,ok,ko
GLMP-0D7C8D79B9,ko20vlt.txt,manifestos/ko20vlt.txt,Koeln,Nordrhein-Westfalen,Volt,vlt,2020.0,local election,Wahlprogramm,legacy_filename,ok,ko
GLMP-5527917335,ko20odp.txt,manifestos/ko20odp.txt,Koeln,Nordrhein-Westfalen,Ökologisch-Demokratische Partei (ÖDP),odp,2020.0,local election,Wahlprogramm,legacy_filename,ok,ko
GLMP-2555E5CAFC,kr20afd.txt,manifestos/kr20afd.txt,Krefeld,Nordrhein-Westfalen,Alternative für Deutschland,afd,2020.0,local election,Wahlprogramm,legacy_filename,ok,kr
GLMP-7598E59ADB,kr20bob.txt,manifestos/kr20bob.txt,Krefeld,Nordrhein-Westfalen,Bündnis Oberhausen Bürger,bob,2020.0,local election,Wahlprogramm,legacy_filename,ok,kr
GLMP-789BE82A75,kr20cdu.txt,manifestos/kr20cdu.txt,Krefeld,Nordrhein-Westfalen,CDU,cdu,2020.0,local election,Wahlprogramm,legacy_filename,ok,kr
GLMP-2326B32620,kr20dkp.txt,manifestos/kr20dkp.txt,Krefeld,Nordrhein-Westfalen,Deutsche Kommunistische Partei,dkp,2020.0,local election,Wahlprogramm,legacy_filename,ok,kr
GLMP-81538EEECE,kr20fdp.txt,manifestos/kr20fdp.txt,Krefeld,Nordrhein-Westfalen,FDP,fdp,2020.0,local election,Wahlprogramm,legacy_filename,ok,kr
GLMP-619B48B7E4,kr20gru.txt,manifestos/kr20gru.txt,Krefeld,Nordrhein-Westfalen,Grüne,gru,2020.0,local election,Wahlprogramm,legacy_filename,ok,kr
GLMP-8B84556D78,kr20spd.txt,manifestos/kr20spd.txt,Krefeld,Nordrhein-Westfalen,SPD,spd,2020.0,local election,Wahlprogramm,legacy_filename,ok,kr
GLMP-5C4084D818,kr20wir.txt,manifestos/kr20wir.txt,Krefeld,Nordrhein-Westfalen,WIR,wir,2020.0,local election,Wahlprogramm,legacy_filename,ok,kr
GLMP-7F589F9F9A,kr20wuz.txt,manifestos/kr20wuz.txt,Krefeld,Nordrhein-Westfalen,Wählergemeinschaft Unsere Zukunft,wuz,2020.0,local election,Wahlprogramm,legacy_manual_override,ok,kr
GLMP-1264930358,le20afd.txt,manifestos/le20afd.txt,Leverkusen,Nordrhein-Westfalen,Alternative für Deutschland,afd,2020.0,local election,Wahlprogramm,legacy_filename,ok,le
GLMP-6C0B80693E,le20bli.txt,manifestos/le20bli.txt,Leverkusen,Nordrhein-Westfalen,Bürgerliste Freie Wähler,bli,2020.0,local election,Wahlprogramm,legacy_filename,ok,le
GLMP-6E9991343D,le20cdu.txt,manifestos/le20cdu.txt,Leverkusen,Nordrhein-Westfalen,CDU,cdu,2020.0,local election,Wahlprogramm,legacy_filename,ok,le
GLMP-E64569E210,le20par.txt,manifestos/le20par.txt,Leverkusen,Nordrhein-Westfalen,Die Partei,par,2020.0,local election,Wahlprogramm,legacy_filename,ok,le
GLMP-39035D05B1,le20fdp.txt,manifestos/le20fdp.txt,Leverkusen,Nordrhein-Westfalen,FDP,fdp,2020.0,local election,Wahlprogramm,legacy_filename,ok,le
GLMP-C881842266,le20gru.txt,manifestos/le20gru.txt,Leverkusen,Nordrhein-Westfalen,Grüne,gru,2020.0,local election,Wahlprogramm,legacy_filename,ok,le
GLMP-3667519B87,le20kld.txt,manifestos/le20kld.txt,Leverkusen,Nordrhein-Westfalen,Klima Liste (Düsseldorf),kld,2020.0,local election,Wahlprogramm,legacy_filename,ok,le
GLMP-B8BD4AA82A,le20lpp.txt,manifestos/le20lpp.txt,Leverkusen,Nordrhein-Westfalen,Leverkusener Liste,lpp,2020.0,local election,Wahlprogramm,legacy_manual_override,ok,le
GLMP-7AD3830AE7,le20poo.txt,manifestos/le20poo.txt,Leverkusen,Nordrhein-Westfalen,Opladen Plus,poo,2020.0,local election,Wahlprogramm,legacy_filename,ok,le
GLMP-B54C6EC2EF,le20spd.txt,manifestos/le20spd.txt,Leverkusen,Nordrhein-Westfalen,SPD,spd,2020.0,local election,Wahlprogramm,legacy_filename,ok,le
GLMP-3FD29C1472,mg20afd.txt,manifestos/mg20afd.txt,Moenchengladbach,Nordrhein-Westfalen,Alternative für Deutschland,afd,2020.0,local election,Wahlprogramm,legacy_filename,ok,mg
GLMP-BC95A0013F,mg20cdu.txt,manifestos/mg20cdu.txt,Moenchengladbach,Nordrhein-Westfalen,CDU,cdu,2020.0,local election,Wahlprogramm,legacy_filename,ok,mg
GLMP-4CDA7BC069,mg20lin.txt,manifestos/mg20lin.txt,Moenchengladbach,Nordrhein-Westfalen,Die Linke,lin,2020.0,local election,Wahlprogramm,legacy_filename,ok,mg
GLMP-D7DB42160E,mg20par.txt,manifestos/mg20par.txt,Moenchengladbach,Nordrhein-Westfalen,Die Partei,par,2020.0,local election,Wahlprogramm,legacy_filename,ok,mg
GLMP-8B8FEA8CAF,mg20fdp.txt,manifestos/mg20fdp.txt,Moenchengladbach,Nordrhein-Westfalen,FDP,fdp,2020.0,local election,Wahlprogramm,legacy_filename,ok,mg
GLMP-2E65CF208B,mg20gru.txt,manifestos/mg20gru.txt,Moenchengladbach,Nordrhein-Westfalen,Grüne,gru,2020.0,local election,Wahlprogramm,legacy_filename,ok,mg
GLMP-C652A60395,mg20spd.txt,manifestos/mg20spd.txt,Moenchengladbach,Nordrhein-Westfalen,SPD,spd,2020.0,local election,Wahlprogramm,legacy_filename,ok,mg
GLMP-3711C44404,mo20cdu.txt,manifestos/mo20cdu.txt,Moers,Nordrhein-Westfalen,CDU,cdu,2020.0,local election,Wahlprogramm,legacy_filename,ok,mo
GLMP-80F1CD5F60,mo20lin.txt,manifestos/mo20lin.txt,Moers,Nordrhein-Westfalen,Die Linke,lin,2020.0,local election,Wahlprogramm,legacy_filename,ok,mo
GLMP-84978D4012,mo20par.txt,manifestos/mo20par.txt,Moers,Nordrhein-Westfalen,Die Partei,par,2020.0,local election,Wahlprogramm,legacy_filename,ok,mo
GLMP-4E7658DD53,mo20fdp.txt,manifestos/mo20fdp.txt,Moers,Nordrhein-Westfalen,FDP,fdp,2020.0,local election,Wahlprogramm,legacy_filename,ok,mo
GLMP-7F77804798,mo20fbm.txt,manifestos/mo20fbm.txt,Moers,Nordrhein-Westfalen,Freie Bürgerliste Moers,fbm,2020.0,local election,Wahlprogramm,legacy_manual_override,ok,mo
GLMP-F9F915CD7F,mo20gra.txt,manifestos/mo20gra.txt,Moers,Nordrhein-Westfalen,Grün Alternativ Links (Lübeck),gra,2020.0,local election,Wahlprogramm,legacy_filename,ok,mo
GLMP-73057ED193,mo20gru.txt,manifestos/mo20gru.txt,Moers,Nordrhein-Westfalen,Grüne,gru,2020.0,local election,Wahlprogramm,legacy_filename,ok,mo
GLMP-7A6FB11EE6,mo20spd.txt,manifestos/mo20spd.txt,Moers,Nordrhein-Westfalen,SPD,spd,2020.0,local election,Wahlprogramm,legacy_filename,ok,mo
GLMP-52B7F9B05C,mh20bam.txt,manifestos/mh20bam.txt,Muelheim an der Ruhr,Nordrhein-Westfalen,Bürgerlicher Aufbruch Mülheim an der Ruhr,bam,2020.0,local election,Wahlprogramm,legacy_manual_override,ok,mh
GLMP-D128EE2416,mh20cdu.txt,manifestos/mh20cdu.txt,Muelheim an der Ruhr,Nordrhein-Westfalen,CDU,cdu,2020.0,local election,Wahlprogramm,legacy_filename,ok,mh
GLMP-CBBD690BF6,mh20fdp.txt,manifestos/mh20fdp.txt,Muelheim an der Ruhr,Nordrhein-Westfalen,FDP,fdp,2020.0,local election,Wahlprogramm,legacy_filename,ok,mh
GLMP-5360910BA3,mh20gru.txt,manifestos/mh20gru.txt,Muelheim an der Ruhr,Nordrhein-Westfalen,Grüne,gru,2020.0,local election,Wahlprogramm,legacy_filename,ok,mh
GLMP-B4F8228188,mh20mbi.txt,manifestos/mh20mbi.txt,Muelheim an der Ruhr,Nordrhein-Westfalen,Mülheimer Bürger Initiative,mbi,2020.0,local election,Wahlprogramm,legacy_filename,ok,mh
GLMP-69FBA83E71,mh20spd.txt,manifestos/mh20spd.txt,Muelheim an der Ruhr,Nordrhein-Westfalen,SPD,spd,2020.0,local election,Wahlprogramm,legacy_filename,ok,mh
GLMP-E7C0D2F892,mu20afd.txt,manifestos/mu20afd.txt,Muenchen,Bayern,Alternative für Deutschland,afd,2020.0,local election,Wahlprogramm,legacy_filename,ok,mu
GLMP-7D4BB208B5,mu20byp.txt,manifestos/mu20byp.txt,Muenchen,Bayern,Bayern-Partei,byp,2020.0,local election,Wahlprogramm,legacy_filename,ok,mu
