filename;content_hash;bytes;document_type;program_scope;classification_reason;municipality_used;party;election_year;matched_main_by_content;matched_main_filenames;document_id;main_use_id;ags;ags_source
Dornburg-Camburg_AfD_2024.txt;31de037ba39d42e7c8eebab14536f0fa689699da63b8c7b6160a6d2a128caa65;2732;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;explizite Doppeladressierung Kreis/Gemeinden;Dornburg-Camburg;AfD;2024.0;yes;Dornburg-Camburg_AfD_2024.txt;DOC-31de037ba39d;USE-5daef5a42a9a;16074011;local_cities_components
Ebersbach-Neugersdorf_CDU_2024.txt;7b47ecd29d5c7233563721c8445148e75c2945ad40245efb3caa042c7dfa3b31;36659;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;explizite Doppeladressierung Kreis/Gemeinden;Ebersbach-Neugersdorf;CDU;2024.0;yes;Ebersbach-Neugersdorf_CDU_2024.txt;DOC-7b47ecd29d5c;USE-c4774f45d1b9;14626085;local_cities_components
Ebersbach-Neugersdorf_Grüne_2024.txt;0ab85ecfcb6ff3c834a03d647a75a0bd516cdbd46711ca98069b30053925c603;19582;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;explizite Doppeladressierung Kreis/Gemeinden;Ebersbach-Neugersdorf;Grüne;2024.0;yes;Ebersbach-Neugersdorf_Grüne_2024.txt;DOC-0ab85ecfcb6f;USE-875192c0a10a;14626085;local_cities_components
Ebersbach-Neugersdorf_Linke_2024.txt;5283dcbca5055b476a48c37697e76007956f74cd1667ed2d135be57751bef6a5;7108;anderes kommunales Wahlprogramm;Landkreis;expliziter Kreis-/Landkreisbezug;Ebersbach-Neugersdorf;Linke;2024.0;yes;Ebersbach-Neugersdorf_Linke_2024.txt;DOC-5283dcbca505;USE-4702c15abf49;14626085;local_cities_components
Eibenstock_SPD_2024.txt;d27f9fc881e9b8ad470737b9b74729e43b82935b40daccd815c95d617b8a6ae5;12049;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;SPD-Erzgebirge regional programme reused across municipalities;Eibenstock;SPD;2024.0;yes;Eibenstock_SPD_2024.txt|Zschorlau_SPD_2024.txt;DOC-d27f9fc881e9;USE-eb06a2f3f113|USE-ea47b72618de;14521170;local_cities_components
Esslingen am Neckar_AfD_2024.txt;7672e1cdd72273755d76c66880d0d7ac86c95109bf536c23cd84c0525c583405;13807;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;explizite Doppeladressierung Kreis/Gemeinden;Esslingen am Neckar;AfD;2024.0;yes;Esslingen am Neckar_AfD_2024.txt;DOC-7672e1cdd722;USE-432038020ce7;08116019;local_cities_components
Esslingen am Neckar_Linke_2024.txt;291d1e4626e76d636097c476a4577bcf70ec9e1792293a76d9f8e3efffb3c4fe;17351;anderes kommunales Wahlprogramm;Landkreis;expliziter Kreis-/Landkreisbezug;Esslingen am Neckar;Linke;2024.0;yes;Esslingen am Neckar_Linke_2024.txt;DOC-291d1e4626e7;USE-64e00b05a0b4;08116019;local_cities_components
Forst (Lausitz)_CDU_2024.txt;5466804ced544191a670f21cd0bec94fe1d2beca9b9b2bf6aa13f737869185b2;17091;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;explizite Doppeladressierung Kreis/Gemeinden;Forst (Lausitz);CDU;2024.0;yes;Forst (Lausitz)_CDU_2024.txt;DOC-5466804ced54;USE-14961abeb4de;12071076;local_cities_components
Forst (Lausitz)_FDP_2024.txt;1b9453fbc55ede8a56e46f1fd23d90ced5cf4c101364fab063945ba0c348ba1b;25112;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;explizite Doppeladressierung Kreis/Gemeinden;Forst (Lausitz);FDP;2024.0;yes;Forst (Lausitz)_FDP_2024.txt;DOC-1b9453fbc55e;USE-6208ea3675ef;12071076;local_cities_components
Forst (Lausitz)_Linke_2024.txt;1de2836d7158cc2fd2b32ed55e2e229e5c8a9585fa6cf0a2d19ba47068904465;39483;anderes kommunales Wahlprogramm;Landkreis;expliziter Kreis-/Landkreisbezug;Forst (Lausitz);Linke;2024.0;yes;Forst (Lausitz)_Linke_2024.txt;DOC-1de2836d7158;USE-e76d0c25100b;12071076;local_cities_components
Frankenblick_AfD-AfF_2024.txt;da58ba08396ab413c67190505d6860bfd3b64ad707a75de9f5bc300aeb9c6efc;2371;anderes kommunales Wahlprogramm;Landkreis;expliziter Kreis-/Landkreisbezug;Frankenblick;AfD-AfF;2024.0;yes;Frankenblick_AfD-AfF_2024.txt;DOC-da58ba08396a;USE-f091a7d30b70;16072023;local_cities_components
Fredersdorf-Vogelsdorf_Grüne_2024.txt;c2aafd2d08f67ff81ee0798707ee3cf8c162b38636187b9cdc9d154bc49ed5a5;39954;anderes kommunales Wahlprogramm;Landkreis;expliziter Kreis-/Landkreisbezug;Fredersdorf-Vogelsdorf;Grüne;2024.0;yes;Fredersdorf-Vogelsdorf_Grüne_2024.txt;DOC-c2aafd2d08f6;USE-8d5af02aff9b;12064136;local_cities_components
Friedrichshafen_AfD_2024.txt;89c4e0ea91ff88ee5a74da042f213af860ce100b9ec3c9655b5b6d9ff699b716;28145;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;explizite Doppeladressierung Kreis/Gemeinden;Friedrichshafen;AfD;2024.0;yes;Friedrichshafen_AfD_2024.txt;DOC-89c4e0ea91ff;USE-b8f069a552f8;08435016;local_cities_components
Friedrichshafen_FWG_2024.txt;b2a575b8416d78d1f2554f1c72b19e97d8a423659b4fe52cef2679ad025a0e6b;4424;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;explizite Doppeladressierung Kreis/Gemeinden;Friedrichshafen;FWG;2024.0;yes;Friedrichshafen_FWG_2024.txt;DOC-b2a575b8416d;USE-4d1c71a597ac;08435016;local_cities_components
